bin_idx,bandwidth,bin_left,bin_right,bin_center,bin_width,side,count,share,density,plot_bin,bin_in_side,count_ratio_near0,count_ratio_near0_add05,log_count_ratio_near0_add05,formal_test_feasible,log_density_jump,log_density_jump_se,log_density_jump_p_value,implied_density_ratio_at_cutoff
12,0.1,-0.020000000000000004,-0.013333333333333336,-0.01666666666666667,0.006666666666666667,left,139,0.02301705580394105,3.452558370591157,-3,12,1.0256410256410255,1.025531914893617,0.02521141934649607,1,-0.08242884162499386,0.16171510841972397,0.6102501671932266,0.9208769636337357
13,0.1,-0.013333333333333336,-0.006666666666666668,-0.010000000000000002,0.006666666666666667,left,126,0.020864381520119227,3.129657228017883,-2,13,1.0256410256410255,1.025531914893617,0.02521141934649607,1,-0.08242884162499386,0.16171510841972397,0.6102501671932266,0.9208769636337357
14,0.1,-0.006666666666666668,0.0,-0.003333333333333334,0.006666666666666667,left,117,0.019374068554396422,2.906110283159463,-1,14,1.0256410256410255,1.025531914893617,0.02521141934649607,1,-0.08242884162499386,0.16171510841972397,0.6102501671932266,0.9208769636337357
15,0.1,0.0,0.006666666666666668,0.003333333333333334,0.006666666666666667,right,120,0.01987083954297069,2.980625931445603,1,0,1.0256410256410255,1.025531914893617,0.02521141934649607,1,-0.08242884162499386,0.16171510841972397,0.6102501671932266,0.9208769636337357
16,0.1,0.006666666666666668,0.013333333333333336,0.010000000000000002,0.006666666666666667,right,106,0.01755257492962411,2.632886239443616,2,1,1.0256410256410255,1.025531914893617,0.02521141934649607,1,-0.08242884162499386,0.16171510841972397,0.6102501671932266,0.9208769636337357
17,0.1,0.013333333333333336,0.020000000000000004,0.01666666666666667,0.006666666666666667,right,122,0.020202020202020204,3.03030303030303,3,2,1.0256410256410255,1.025531914893617,0.02521141934649607,1,-0.08242884162499386,0.16171510841972397,0.6102501671932266,0.9208769636337357
18,0.1,0.020000000000000004,0.026666666666666672,0.023333333333333338,0.006666666666666667,right,110,0.018214936247723135,2.7322404371584694,4,3,1.0256410256410255,1.025531914893617,0.02521141934649607,1,-0.08242884162499386,0.16171510841972397,0.6102501671932266,0.9208769636337357
19,0.1,0.026666666666666672,0.033333333333333326,0.03,0.006666666666666667,right,123,0.02036761053154496,3.0551415797317434,5,4,1.0256410256410255,1.025531914893617,0.02521141934649607,1,-0.08242884162499386,0.16171510841972397,0.6102501671932266,0.9208769636337357
20,0.1,0.033333333333333326,0.04000000000000001,0.03666666666666667,0.006666666666666667,right,118,0.01953965888392118,2.9309488325881765,6,5,1.0256410256410255,1.025531914893617,0.02521141934649607,1,-0.08242884162499386,0.16171510841972397,0.6102501671932266,0.9208769636337357
21,0.1,0.04000000000000001,0.04666666666666666,0.043333333333333335,0.006666666666666667,right,99,0.01639344262295082,2.4590163934426226,7,6,1.0256410256410255,1.025531914893617,0.02521141934649607,1,-0.08242884162499386,0.16171510841972397,0.6102501671932266,0.9208769636337357
22,0.1,0.04666666666666666,0.053333333333333344,0.05,0.006666666666666667,right,95,0.015731081304851798,2.3596621957277693,8,7,1.0256410256410255,1.025531914893617,0.02521141934649607,1,-0.08242884162499386,0.16171510841972397,0.6102501671932266,0.9208769636337357
23,0.1,0.053333333333333344,0.06,0.05666666666666667,0.006666666666666667,right,103,0.017055803941049844,2.558370591157476,9,8,1.0256410256410255,1.025531914893617,0.02521141934649607,1,-0.08242884162499386,0.16171510841972397,0.6102501671932266,0.9208769636337357
24,0.1,0.06,0.06666666666666668,0.06333333333333334,0.006666666666666667,right,90,0.014903129657228018,2.2354694485842024,10,9,1.0256410256410255,1.025531914893617,0.02521141934649607,1,-0.08242884162499386,0.16171510841972397,0.6102501671932266,0.9208769636337357
25,0.1,0.06666666666666668,0.07333333333333333,0.07,0.006666666666666667,right,78,0.012916045702930949,1.937406855439642,11,10,1.0256410256410255,1.025531914893617,0.02521141934649607,1,-0.08242884162499386,0.16171510841972397,0.6102501671932266,0.9208769636337357
26,0.1,0.07333333333333333,0.08000000000000002,0.07666666666666667,0.006666666666666667,right,78,0.012916045702930949,1.937406855439642,12,11,1.0256410256410255,1.025531914893617,0.02521141934649607,1,-0.08242884162499386,0.16171510841972397,0.6102501671932266,0.9208769636337357
27,0.1,0.08000000000000002,0.08666666666666667,0.08333333333333334,0.006666666666666667,right,85,0.01407517800960424,2.1112767014406355,13,12,1.0256410256410255,1.025531914893617,0.02521141934649607,1,-0.08242884162499386,0.16171510841972397,0.6102501671932266,0.9208769636337357
28,0.1,0.08666666666666667,0.09333333333333335,0.09000000000000001,0.006666666666666667,right,85,0.01407517800960424,2.1112767014406355,14,13,1.0256410256410255,1.025531914893617,0.02521141934649607,1,-0.08242884162499386,0.16171510841972397,0.6102501671932266,0.9208769636337357
29,0.1,0.09333333333333335,0.1,0.09666666666666668,0.006666666666666667,right,81,0.013412816691505217,2.011922503725782,15,14,1.0256410256410255,1.025531914893617,0.02521141934649607,1,-0.08242884162499386,0.16171510841972397,0.6102501671932266,0.9208769636337357
